date,source,title,description,url,compound,pos,neg,neu,query
2026-03-09,GlobeNewswire,Euronext announces volumes for February 2026,"Euronext announces volumes for February 2026  Amsterdam, Athens, Brussels, Dublin, Lisbon, Milan, Oslo and Paris – 9 March 2026 – Euronext, the leading...",https://www.globenewswire.com/news-release/2026/03/09/3251539/0/en/Euronext-announces-volumes-for-February-2026.html,0.0,0.0,0.0,1.0,"""European power"" AND (market OR price OR wholesale)"
2026-03-26,Financial Post,Energy Traders Turn to AI to Forecast the Weather Forecast,"In Europe’s weather-driven energy markets, traders are turning to AI and machine-learning tools designed not to predict temperatures and precipitation, but to forecast the forecast.",https://financialpost.com/pmn/business-pmn/energy-traders-turn-to-ai-to-forecast-the-weather-forecast,0.2732,0.086,0.0,0.914,"""European power"" AND (market OR price OR wholesale)"
2026-03-26,OilPrice.com,Europe Faces Energy Scarcity If War Drags Into Summer,"Despite headlines saying that energy shortages could hit Europe by April, in reality, the continent has enough natural gas, renewables and coal to last it until summer, when energy demand picks up after a home heating reduction in spring due to warmer tempera…",https://oilprice.com/Energy/Energy-General/Europe-Faces-Energy-Scarcity-If-War-Drags-Into-Summer.html,0.3182,0.175,0.139,0.686,"""European power"" AND (market OR price OR wholesale)"
2026-03-09,Financial Post,Volkswagen Pushes Into Energy Storage on Slow EV Battery Demand,Volkswagen AG is broadening its battery ambitions beyond electric vehicles into large-scale energy storage and trading as global EV demand falls short of expectations.,https://financialpost.com/pmn/business-pmn/volkswagen-pushes-into-energy-storage-on-slow-ev-battery-demand,0.296,0.113,0.081,0.806,"""European power"" AND (market OR price OR wholesale)"
2026-03-10,Anglotopia.net,The Prime Ministers: The Complete History of Britain’s Prime Ministers from Robert Walpole to the Present Day,"Introduction: The Office of Prime Minister The office of the British Prime Minister stands as one of the most powerful and recognizable political positions in the world, yet it is also one of the most peculiar. Unlike the President of the United States, the C…",https://anglotopia.net/site-news/featured/the-prime-ministers-the-complete-history-of-britains-prime-ministers-from-robert-walpole-to-the-present-day/,0.7774,0.117,0.0,0.883,"""European power"" AND (market OR price OR wholesale)"
2026-03-18,The Atlantic,Why Britain Is Saying No to Trump’s Iran War,"Alastair Campbell on the end of the U.S.-U.K. “special relationship.” Plus: Why Democrats in Congress cannot ignore their duty, and The Director, by Daniel Kehlmann.",https://www.theatlantic.com/podcasts/2026/03/david-frum-show-alastair-campbell-uk-us-relationship/686441/,-0.6111,0.054,0.156,0.791,"""European power"" AND (market OR price OR wholesale)"
2026-03-12,Popular Science,NASA shows how Sahara desert dust spread all over Europe,"The dust coated the Alps and caused 'blood rain' in England.
The post NASA shows how Sahara desert dust spread all over Europe appeared first on Popular Science.",http://www.popsci.com/environment/sahara-dust-spread-europe/,0.4215,0.07,0.0,0.93,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-02,Apple Newsroom,Apple Introduces iPhone 17e,"Apple today announced the new iPhone 17e, a powerful and affordable addition to the iPhone 17 lineup.",https://www.apple.com/newsroom/2026/03/apple-introduces-iphone-17e/,0.4215,0.123,0.0,0.877,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-12,NASA,Dust Outbreak Reaches Europe,Clouds of dust lofted from the Sahara Desert brought hazy skies and muddy rain to Western Europe.,https://science.nasa.gov/earth/earth-observatory/dust-outbreak-reaches-europe/,0.0516,0.057,0.0,0.943,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-26,Juancole.com,"Nations Rush to Renewables, EVs in face of Iran Forever War","Germany's Energy Minister said that energy policy is now ""security policy"" and that it wants to avoid being under the thumb of foreign powers",https://www.juancole.com/2026/03/nations-renewables-forever.html,-0.128,0.155,0.143,0.703,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-26,Wattsupwiththat.com,Yet Another Reason Why Wind And Solar Electricity Generation Will Never Work To Run An Economy,"Our power grids are built around alternating current, that is current that varies in a regular sine wave pattern over time . . . . Voltage also varies in the same way. This electricity is generated utilising some fundamental principles of physics. If you rota…",https://wattsupwiththat.com/2026/03/26/yet-another-reason-why-wind-and-solar-electricity-generation-will-never-work-to-run-an-economy/,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-09,Nature.com,Reconstructing fine-scale 3D wind fields with terrain-informed machine learning,"This study presents a terrain-aware AI framework trained on computational fluid dynamics that reconstructs fine-scale 3D wind fields from coarse weather forecasts, enabling accurate wind prediction over complex terrain without costly simulations.",https://www.nature.com/articles/s41467-026-70562-5,0.3391,0.08,0.0,0.92,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-27,Wattsupwiththat.com,Renewables Are Cheap Myth,I have long been meaning to address the myth that renewables provide the cheapest electricity. This myth has achieved “everybody knows that” status which means that a rebuttal must have strong supporting arguments.   A series of articles at the Science of Doo…,https://wattsupwiththat.com/2026/03/27/renewables-are-cheap-myth/,0.5423,0.119,0.052,0.829,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-10,Juancole.com,The Unexpected Winner of the Iran War? Green Energy in Asia and Europe,China’s decision to invest in a transition to a green economy has also helped buffer it from the Iran War Fall-Out,https://www.juancole.com/2026/03/energy-accelerates-switch.html,-0.4404,0.135,0.178,0.686,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-16,GlobeNewswire,Atrato Onsite Energy is to rebrand to Finlight after a milestone transaction that creates Europe’s leading distributed generation company,Brookfield backed Atrato Onsite Energy has acquired Spanish solar business Finlight to create Europe's largest C&I solar business...,https://www.globenewswire.com/news-release/2026/03/16/3255988/0/en/Atrato-Onsite-Energy-is-to-rebrand-to-Finlight-after-a-milestone-transaction-that-creates-Europe-s-leading-distributed-generation-company.html,0.7579,0.229,0.0,0.771,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-04,AutoExpress,New Cupra Raval says no-camo hello: brand’s first electric supermini is nearly here,The next-generation Cupra EV flaunts its eccentric looks only weeks before the official reveal,https://www.autoexpress.co.uk/cupra/raval/365457/new-cupra-raval-says-no-camo-hello-brands-first-electric-supermini-nearly,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-19,GlobeNewswire,Sperra Deploys First 3D-Printed Concrete Gravity Anchor at EDP Floating Solar Test Site in Portugal,"Sperra deploys its first 3D printed gravity anchor at EDP’s floating solar lab in Portugal, validating anchoring technology for floating renewables....",https://www.globenewswire.com/news-release/2026/03/19/3258770/0/en/Sperra-Deploys-First-3D-Printed-Concrete-Gravity-Anchor-at-EDP-Floating-Solar-Test-Site-in-Portugal.html,0.34,0.064,0.0,0.936,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-27,Autocar,Porsche Cayenne Electric,"Stalwart luxury SUV turns electric for its next generation – with an astonishing peak output of 1140bhp

Ah, the Porsche Cayenne. They should just rename it the Porsche Controversy and be done with it, shouldn’t they?Back in 2002, the Cayenne arrived on a tsu…",https://www.autocar.co.uk/car-review/porsche/cayenne-electric,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-25,Adweek,3 Targeting Mistakes That Drive Me Crazy,"After over 25 years in marketing, I learned that many targeting decisions aren't driven by sound commercial logic. Here are the three biggest mistakes.",https://www.adweek.com/brand-marketing/3-targeting-mistakes-that-drive-me-crazy/,-0.7506,0.0,0.209,0.791,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-05,RTE,Greencoat announces green digital infrastructure platform,"Wind and solar energy group Greencoat Renewables has reported lower revenues and EBITDA for 2025 after it said it generated a total of 3,684 GWh of clean electricity across 36 renewable generation and storage assets in five European countries.",https://www.rte.ie/news/business/2026/0305/1561763-greencoat-announces-green-digital-infrastructure-platform/,0.5574,0.156,0.044,0.8,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-26,Freerepublic.com,Yet Another Reason Why Wind And Solar Electricity Generation Will Never Work To Run An Economy,If you don’t like fossil fuels — and who does? — our betters in academia and environmental NGOs have the perfect answer: we can just get our energy in the form of electricity from the wind and sun. The fuel is abundant and free for the taking. The New York Ti…,https://freerepublic.com/focus/f-chat/4372282/posts,0.891,0.155,0.0,0.845,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-26,Wattsupwiththat.com,Transition realism hits Barclays,"Imagine you had been fed climate nonsense your whole life. Your teachers were emptied-headed little bimbos who had bought into the climate agenda wholesale and tolerated no dissent from their students. By the time that you reached college, you were sure that …",https://wattsupwiththat.com/2026/03/26/transition-realism-hits-barclays/,-0.296,0.072,0.095,0.833,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-23,OilPrice.com,Why Portugal and Spain Dodge Europe’s Energy Price Shock,"There is a persistent belief in energy debates that refuses to die: renewables and electrification are necessary, but expensive. It is often framed as an unavoidable trade?off — clean energy comes at a premium, while fossil fuels remain the cheaper, more reli…",https://oilprice.com/Energy/Energy-General/Why-Portugal-and-Spain-Dodge-Europes-Energy-Price-Shock.html,0.6187,0.159,0.073,0.769,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-10,GlobeNewswire,Organometallics Strategic Business Report 2026: Market to Reach $12.4 Billion by 2030 - Surge in Organometallic-Based Photovoltaics and Solar Inks Expands Role in Next-Generation Energy Materials,"Key market opportunities for organometallics include expanding applications in advanced electronics, semiconductors, and pharmaceuticals, driven by innovations in ligand design and sustainable processes. Growth is fueled by demand for high-efficiency polymer …",https://www.globenewswire.com/news-release/2026/03/10/3253062/28124/en/Organometallics-Strategic-Business-Report-2026-Market-to-Reach-12-4-Billion-by-2030-Surge-in-Organometallic-Based-Photovoltaics-and-Solar-Inks-Expands-Role-in-Next-Generation-Energ.html,0.8689,0.217,0.023,0.76,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-10,The Atlantic,Spain’s Wind-Farm Bargain,Renewable-energy projects can boost the economy of a rural town—if the community has a say in development.,https://www.theatlantic.com/science/2026/03/spain-wind-power/686311/,0.5423,0.2,0.0,0.8,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-03,BusinessLine,Huawei Collaborates with GCC to Launch the AIDC Ecosystem Co-construction Initiative,Huawei Collaborates with GCC to Launch the AIDC Ecosystem Co-construction Initiative,https://www.thehindubusinessline.com/brandhub/pr-release/huawei-collaborates-with-gcc-to-launch-the-aidc-ecosystem-co-construction-initiative/article70699207.ece,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-02,GlobeNewswire,"Green Ammonia Market to Surpass USD 3,245.3 Million by 2033 as Global Maritime and Fertilizer Sectors Decarbonize",Electrolyzer scale-up and renewable energy integration are rapidly positioning green ammonia as a prominent zero-carbon fuel and fertilizer alternative....,https://www.globenewswire.com/news-release/2026/03/02/3247187/0/en/Green-Ammonia-Market-to-Surpass-USD-3-245-3-Million-by-2033-as-Global-Maritime-and-Fertilizer-Sectors-Decarbonize.html,0.5719,0.147,0.0,0.853,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-12,GlobeNewswire,2025 full year results,"2025 full year results  EBITDA and capacity targets achieved  With SPRING: activities refocused, leaner organization and reduction in the number of...",https://www.globenewswire.com/news-release/2026/03/12/3254282/0/en/2025-full-year-results.html,0.0772,0.051,0.0,0.949,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-06,GlobeNewswire,MWC26 Live Coverage: UniCom Weaves a New Global Intelligence Connectivity Landscape with Digital Intelligence,"BARCELONA, Spain, March 05, 2026 (GLOBE NEWSWIRE) -- On March 2, the 2026 Mobile World Congress kicked off in Barcelona, Spain, with UniCom and other Chinese tech companies drawing significant attention. China's solutions garnered recognition from the global …",https://www.globenewswire.com/news-release/2026/03/06/3250792/0/en/MWC26-Live-Coverage-UniCom-Weaves-a-New-Global-Intelligence-Connectivity-Landscape-with-Digital-Intelligence.html,0.8271,0.165,0.0,0.835,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-26,OilPrice.com,The Economic Stakes of a Large-Scale Attack on the National Power Grid,"The United States energy grid is in an extremely vulnerable position. Aging and underfunded, the grid is already being stressed to its limits by skyrocketing energy demand on the part of data centers as well as increasingly complicated energy flows introduced…",https://oilprice.com/Energy/Energy-General/The-Economic-Stakes-of-a-Large-Scale-Attack-on-the-National-Power-Grid.html,0.2516,0.174,0.143,0.683,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-30,OilPrice.com,India Leans on Coal and Renewables as War Throttles Gas Supply,"India is speeding up the commissioning of wind farms and battery storage systems as its natural gas supply is slashed amid the war in the Middle East, India's junior power minister Shripad Naik said on Monday. ""Presently, there are challenges in respect of av…",https://oilprice.com/Latest-Energy-News/World-News/India-Leans-on-Coal-and-Renewables-as-War-Throttles-Gas-Supply.html,-0.5859,0.105,0.148,0.747,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-04,Weandthecolor.com,Casa A by L2C Arquitetura Turns a Steep Braga Hillside Into Habitable Poetry,"Slopes do not forgive indecision. A plot that drops six meters from street to garden demands a clear architectural answer — or it swallows the building whole. Casa A, designed by the Portuguese studio L2C Arquitetura and captured in photography by Ivo Tavares…",https://weandthecolor.com/casa-a-by-l2c-arquitetura-turns-a-steep-braga-hillside-into-habitable-poetry/208493,0.3352,0.071,0.031,0.898,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-28,Lenscratch.com,Mexico Week – Gerardo Montiel Klint: Cartographer of the Unconscious,"When I think of Mexico Week I don’t just see it as a series of interviews, but as a compass of what’s yet to come. Seven artists, each working from a different place—whether it’s femininity, nature, society, history, identity, architecture, or the unconscious…",http://lenscratch.com/2026/03/mexico-week-gerardo-montiel-klint-cartographer-of-the-unconscious/,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-25,Independent.ie,Wind power kept lid on electricity prices in March despite Iran war – ESB,"Strong wind energy output in March kept a lid on electricty bills despite surging gas and oil prices, helping mitiage the hit to consumers and businesses, according ESB Group’s chief financial officer Paul Stapleton.",https://www.independent.ie/business/irish/wind-power-kept-lid-on-electricity-prices-in-march-despite-iran-war-esb/a1102576777.html,0.8672,0.196,0.0,0.804,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-09,Plos.org,Spatial and social determinants of the 1857 yellow fever epidemic in Lisbon,"Author summary Yellow fever is a mosquito-borne disease transmitted to humans primarily through Aedes aegypti in urban areas. Currently, yellow fever is endemic in the tropical regions of South America and Africa. Historically yellow fever caused outbreaks an…",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0014059,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-23,Rigzone,Iberdrola Reaches Over 11 GW of Installed Capacity in US,'Avangrid's growing portfolio is helping to meet a surge in energy demand across the country brought on by the proliferation of data centers powering the country's AI revolution'.,https://www.rigzone.com/news/iberdrola_reaches_over_11_gw_of_installed_capacity_in_us-23-mar-2026-183270-article/,0.7351,0.225,0.035,0.741,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-21,Juancole.com,“Iran was an Obstacle to Israeli Hegemony” – Juan Cole & Friends at Rutgers CSSR,Iran was a real problem for the Israelis because it was a brake on these expansionist and hegemonic designs,https://www.juancole.com/2026/03/obstacle-israeli-hegemony.html,-0.2732,0.079,0.132,0.789,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-24,Lenscratch.com,Mexico Week – Tomás Casademunt: Time Frozen by Light,"When I think of Mexico Week I don’t just see it as a series of interviews, but as a compass of what’s yet to come. Seven artists, each working from a different place—whether it’s femininity, nature, society, history, identity, architecture, or the unconscious…",http://lenscratch.com/2026/03/mexico-week-tomas-casademunt-time-frozen-by-light/,0.0,0.0,0.0,1.0,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-20,CounterPunch,Roaming Charges: Trump’s Little Excursion Hits the Straits,"Perhaps Trump will now replace Joe Kent with Newt Gingrich, who is very, very strong on security. So strong that Newt, the Edward Teller of our tormented times, advised Trump to drop 12 nuclear bombs on Iran to blast out a canal by-passing the Strait of Hormu…",https://www.counterpunch.org/2026/03/20/roaming-charges-trumps-little-excursion-hits-the-straits/,0.8213,0.166,0.065,0.77,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-12,GlobeNewswire,"[Latest] Global Silicon Nitride Balls Market Size/Share Worth USD 766 Million by 2034 at a 4.8% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)","[220+ Pages Latest Report] According to a market research study published by Custom Market Insights, the demand analysis of Global Silicon Nitride Balls Market size & share revenue was valued at approximately USD 425 Million in 2024 and is expected to reach U…",https://www.globenewswire.com/news-release/2026/03/12/3255065/0/en/Latest-Global-Silicon-Nitride-Balls-Market-Size-Share-Worth-USD-766-Million-by-2034-at-a-4-8-CAGR-Custom-Market-Insights-Analysis-Outlook-Leaders-Report-Trends-Forecast-Segmentatio.html,0.8625,0.159,0.018,0.823,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-27,Mother Jones,What War in the Middle East Means for the World’s Clean Energy Transition,"This story was originally published by the Guardian and is reproduced here as part of the Climate Desk collaboration. As the deadly war in Iran triggers what the International Energy Agency has described as the worst oil crisis in history, climate advocates a…",https://www.motherjones.com/politics/2026/03/iran-war-middle-east-impact-affect-clean-energy-transition/,-0.9022,0.096,0.223,0.682,(wind OR solar) AND generation AND (Iberia OR Spain OR Portugal)
2026-03-08,Nature.com,Analysis of rainfall response and graded warning for landslides,Scientific Reports - Analysis of rainfall response and graded warning for landslides,https://www.nature.com/articles/s41598-026-42802-7,-0.5859,0.0,0.202,0.798,"""hydro"" AND (reservoir OR drought) AND (Spain OR Iberia)"
2026-03-18,Substack.com,Building Liberal Compute,American AI companies won’t move to Europe. But we can work to have them deploy compute on liberal shores.,https://simongrimm.substack.com/p/building-liberal-compute,0.0,0.0,0.0,1.0,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-20,Abcnews.com,"Attacks on Middle East energy sites deepen threat to US economy, analysts say",Tit-for-tat attacks on oil and gas sites across the Middle East in recent days have pushed up oil prices.,https://abcnews.com/Business/attacks-middle-east-energy-sites-deepen-threat-us/story?id=131213656,-0.7964,0.053,0.234,0.712,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-19,Abcnews.com,Iran targets Gulf countries' energy infrastructure after Israeli strike on gas field,Iran launched a series of retaliatory strikes against the vital energy infrastructure in nearby Gulf states after Israel hit its largest gas field Wednesday.,https://abcnews.com/International/iran-targets-gulf-countries-energy-infrastructure-after-israeli/story?id=131197541,0.4404,0.189,0.095,0.716,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-02,Al Jazeera English,"QatarEnergy, world’s largest LNG firm, halts production after Iran attacks",This comes after Saudi Arabia announced the temporary closure of one of its largest oil facilities following drone attacks.,https://www.aljazeera.com/news/2026/3/2/qatarenergy-worlds-largest-lng-firm-halts-production-after-iran-attacks,-0.7003,0.0,0.177,0.823,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-27,Al Jazeera English,What is LNG and what is it used for?,"Natural gas powers a quarter of the world, and almost a fifth of LNG moves through the Strait of Hormuz.",https://www.aljazeera.com/news/2026/3/27/what-is-lng-and-what-is-it-used-for,0.3612,0.082,0.0,0.918,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-04,Al Jazeera English,Which oil and gas facilities in the Gulf have been attacked?,"Damage to several energy facilities has caused global prices to spike, but Iran denies it is targeting energy sites.",https://www.aljazeera.com/news/2026/3/4/which-oil-and-gas-facilities-in-the-gulf-have-been-attacked,-0.4588,0.154,0.207,0.638,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-05,Al Jazeera English,Will the US benefit from the oil crisis sparked by the war on Iran?,Attacks on energy sites in the Gulf and disruptions in the Strait of Hormuz give Western exporters a chance to profit.,https://www.aljazeera.com/news/2026/3/5/will-the-us-benefit-from-the-oil-crisis-sparked-by-the-war-on-iran,-0.6486,0.199,0.264,0.537,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-19,Al Jazeera English,Iran attacks cut 17% of Qatar’s LNG capacity for up to 5 years: QatarEnergy,CEO Saad al-Kaabi says QatarEnergy may have to declare force majeure on long-term contracts for up to five years.,https://www.aljazeera.com/news/2026/3/19/iran-attacks-cut-17-of-qatars-lng-capacity-for-up-to-5-years-qatarenergy,-0.6124,0.0,0.139,0.861,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-20,Al Jazeera English,"QatarEnergy CEO says warned US, industry officials against attack on energy",QatarEnergy CEO Saad al-Kaabi says he warned US of 'consequences' of attacking Iranian energy infrastructure.,https://www.aljazeera.com/news/2026/3/20/qatarenergy-ceo-says-warned-us-industry-officials-against-attack-on-energy,-0.7269,0.122,0.299,0.58,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-13,Al Jazeera English,Force majeure: What is it and why have some Gulf countries invoked it?,Several Gulf nations have declared force majeure on oil and gas shipment since the US-Israel’s war on Iran was launched.,https://www.aljazeera.com/news/2026/3/13/force-majeure-what-is-it-and-why-have-some-gulf-countries-invoked-it,-0.5267,0.041,0.107,0.852,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-26,Al Jazeera English,Helium hitch: Why US-Israel war on Iran could cause MRI scan delays,Shortage of helium will have ripple effects across medical and other industries.,https://www.aljazeera.com/economy/2026/3/26/helium-hitch-why-us-israel-war-on-iran-could-cause-mri-scan-delays,-0.7096,0.0,0.211,0.789,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-20,CNA,Rising electricity prices in Singapore: How the Qatar gas hub attack is driving this,Iranian strikes on the world's largest LNG facility have jolted global gas markets. Here's how that filters through to Singapore's power prices.,https://www.channelnewsasia.com/singapore/electricity-costs-rise-qatar-gas-hub-iran-ras-laffan-lng-6006486,-0.6808,0.0,0.141,0.859,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-14,Al Jazeera English,Carney’s ‘build big and build fast’ push is dividing Canada’s Indigenous,Some First Nations are challenging Carney's resource-extraction plans to strengthen Canadian economy from US threats.,https://www.aljazeera.com/economy/2026/3/14/carneys-build-big-and-build-fast-push-is-dividing-canadas-indigenous,0.0258,0.131,0.094,0.774,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-21,Al Jazeera English,Arab states should beware of Israel’s hegemonic energy expansion,The Iran war revealed how dependent Israel’s Arab neighbours are on its gas exports.,https://www.aljazeera.com/opinions/2026/3/21/arab-states-should-beware-of-israels-hegemonic-energy-expansion,-0.4215,0.078,0.144,0.778,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-08,Lloydslist.com,They all said Hormuz closure would be brief. What if they were wrong?,"On day six of the Middle East war, hope of a swift reopening of the Strait of Hormuz is fading. There does not seem to be a quick fix. A material return of transits in the future will require shipowners to be convinced that the route is safe for their crew an…",https://www.lloydslist.com/LL1156532/They-all-said-Hormuz-closure-would-be-brief-What-if-they-were-wrong,0.3182,0.135,0.092,0.773,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-30,Scientific American,"NASA’s nuclear Mars mission, Iran war’s carbon emissions surge and Pfizer’s promising Lyme vaccine trial","NASA’s nuclear Mars mission, the Iran war’s carbon fallout, the looming climate cost of rebuilding and a hopeful new Lyme vaccine",https://www.scientificamerican.com/podcast/episode/nasas-nuclear-mars-mission-iran-wars-carbon-emissions-surge-and-pfizers/,0.7906,0.202,0.036,0.762,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-21,TheStreet,Asia’s LNG scramble gives Venture Global a fresh opening,"Venture Global (VG) entered the middle of March with a timely new talking point for investors. On Feb. 26, the company unveiled a 20-year sales and purchase ...",https://www.thestreet.com/investing/asias-lng-scramble-gives-venture-global-a-fresh-opening,0.3182,0.06,0.0,0.94,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-13,Naturalnews.com,Qatar halts LNG shipments to Europe amid Red Sea crisis,"Yemen’s Iran-backed Houthis have targeted British and American vessels in the Red Sea, forcing Qatar and Saudi Arabia to halt LNG shipments to Europe, triggering Shell’s force majeure declaration. Under the guise of a “climate review,” Biden in his time halte…",https://www.naturalnews.com/2026-03-13-qatar-halts-lng-shipments-europe-red-sea.html,-0.6249,0.0,0.076,0.924,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-02,Offshore Technology,Japex to exit Vietnam LNG terminal project,"The decision follows feasibility studies from January 2022 that evaluated constructing an LNG terminal in Nam Dinh Vu Industrial Park, Hai Phong City.",https://www.offshore-technology.com/news/japex-to-exit-vietnam-lng-terminal-project/,0.0,0.0,0.0,1.0,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-30,Al Jazeera English,Oil rises above $116 a barrel as Iran accuses US of preparing invasion,Crude prices continue to climb as world faces its biggest energy crisis in decades.,https://www.aljazeera.com/economy/2026/3/30/oil-rises-above-116-a-barrel-as-iran-accuses-us-of-preparing-invasion,-0.8442,0.059,0.289,0.652,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-30,Al Jazeera English,"Schools, water, industry: What civilian targets have US, Israel, Iran hit?",US and Israel have increasingly been hitting civilian sites in Iran as efforts to end the weeks-long war are under way.,https://www.aljazeera.com/news/2026/3/30/schools-water-industry-what-civilian-targets-have-us-israel-iran-hit,-0.5994,0.0,0.112,0.888,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-16,Al Jazeera English,How badly has the Iran war hit the global economy? The tell-tale signs,Oil and gas price hikes due to the war have rattled the global economy.,https://www.aljazeera.com/news/2026/3/16/the-tell-tale-signs-how-bad-has-the-iran-war-hit-the-global-economy,-0.8979,0.0,0.312,0.688,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-14,Yahoo Entertainment,"Venture Global announces FID, financial close for Phase 2 of CP2 LNG","Venture Global (VG) is announcing a final investment decision and closing of an $8.6B project financing for the second phase of the company’s third project, ...",https://finance.yahoo.com/news/venture-global-announces-fid-financial-143129794.html,0.0,0.0,0.0,1.0,"""LNG"" AND (Europe OR Spain OR terminal)"
2026-03-21,Naturalnews.com,Qatar’s LNG industry CRIPPLED by missile strikes,"Missile strikes severely damaged Qatar’s Ras Laffan LNG and gas-to-liquids facilities, causing an estimated $20 billion annual loss and reducing LNG export capacity by 17%. Repairs could take three to five years, forcing QatarEnergy to declare force majeure –…",https://www.naturalnews.com/2026-03-21-qatar-lng-industry-crippled-by-missile-strikes.html,-0.9042,0.0,0.244,0.756,"""LNG"" AND (Europe OR Spain OR terminal)"
